Feed_Temp_K,Feed_Pressure_Pa,Feed_Benzene_Frac,Num_Stages,Feed_Stage,Reflux_Ratio,Bottoms_Rate_mols,Column_Pressure_Pa,feed_vapor_fraction,distillate_benzene_purity_mole_fraction,bottoms_toluene_purity_mole_fraction,condenser_duty_kW,reboiler_duty_kW,distillate_molar_flow_mol_s,distillate_volumetric_flow_m3_s,distillate_component_2_mole_fraction,distillate_mass_flow_kg_s,distillate_temperature_K,distillate_mass_enthalpy,distillate_pressure_Pa,distillate_component_1_mole_fraction,bottoms_mass_enthalpy,bottoms_pressure_Pa,bottoms_volumetric_flow_m3_s,bottoms_component_1_mole_fraction,bottoms_molar_flow_mol_s,bottoms_mass_flow_kg_s,bottoms_component_2_mole_fraction,bottoms_temperature_K
326.3286225265786,130658.73199159108,0.6895446171760666,24,7,1.7751149633299663,59.11499455006179,109658.77574520062,0.0,0.9938025611543256,0.5208857109059836,3.430009031624168,-3.9659426144795447,40.88500544993826,0.0039339122185248,0.0061974388456742,3.197157094034356,355.56988746738364,-322.17249885134095,109658.77574520062,0.9938025611543256,-289.20864685246,109658.77574520062,0.0063365383182131,0.4791142890940162,59.11499455006179,5.049489942782084,0.5208857109059836,368.5307614849502
357.7063178586004,134783.6872722913,0.6450567892722695,15,12,3.182760166608688,52.84036835485768,117801.10833610463,0.0,0.9997421421050524,0.6714972225618163,5.9336399885642415,-6.090597043565003,47.159631645141886,0.0045469575090922,0.0002578578949474,3.683896171638307,357.8692193855952,-318.175047185831,117801.10833610463,0.9997421421050524,-272.81863792699056,117801.10833610463,0.0058658323729641,0.3285027774381837,52.84036835485816,4.625152117377844,0.6714972225618163,375.97459371163785
348.5516833524369,115671.56304209048,0.5627616420812933,25,9,1.8847273339236932,56.551680458790514,110832.71704088124,0.0,0.9949553881819352,0.7692902409386814,3.7860346831918066,-4.095540284717672,43.448319541199325,0.004181565737599,0.0050446118180646,3.3969025309519982,355.9038808438546,-321.599219382646,110832.71704088124,0.9949553881819352,-268.7905963484903,110832.71704088124,0.0063892735218466,0.2307097590613185,56.55168045880066,5.027577786927897,0.7692902409386814,377.3179453791937
356.6542935794334,118826.50284935064,0.5442190398868125,21,14,2.460919007435284,49.69424379848431,118826.50284935064,0.0,0.9997663037430472,0.9169339597791788,5.23476520586026,-5.492096781022805,50.305756201499165,0.0048522405375369,0.0002336962569528,3.9296400798266338,358.1644829443722,-317.6448896264808,118826.50284935064,0.9997663037430472,-250.2524356667683,118826.50284935064,0.0058141834069688,0.0830660402208211,49.6942437985008,4.520849185904767,0.9169339597791788,385.8128999117256
356.40574124192483,130611.5846417603,0.479394365181097,25,12,2.213190061985895,54.41925997779876,117769.99548756794,0.0,0.9987496381003516,0.9556096698558576,4.406616005460027,-4.7036714734461675,45.58074002217572,0.0043956012210957,0.0012503618996483,3.5611948810117933,357.88116080213763,-318.1333413834649,117769.99548756794,0.9987496381003516,-247.0114028839544,117769.99548756794,0.0064174311791893,0.0443903301441423,54.419259977824325,4.980221298117658,0.9556096698558576,387.19389400316425
333.9622147954612,113324.53683419144,0.4715169417240971,22,10,3.413490783830241,58.41929432519523,113324.53683419144,0.0,0.999393846937596,0.9042064298394136,5.531827450074441,-6.138644714441617,41.58070567482039,0.00400213986215,0.0006061530624042,3.2482989587494013,356.5610118391799,-320.5140057606618,113324.53683419144,0.999393846937596,-254.86202426924888,113324.53683419144,0.0068000789763797,0.0957935701605864,58.419294325179614,5.304166559288819,0.9042064298394136,383.53908922878
359.3127849955044,148787.1220557256,0.4543408623681463,21,11,2.365947339914907,58.97531061058879,105792.90964104522,0.0,0.9982380484187042,0.9240075157325341,4.178042280431602,-4.375769039387702,41.02468938941252,0.0039372058368539,0.0017619515812956,3.205527864882973,354.2761712051693,-324.5682803678272,105792.90964104522,0.9982380484187042,-257.7255164421025,105792.90964104522,0.0068706646724965,0.0759924842674657,58.975310610587485,5.371029835448586,0.9240075157325341,381.92070124236005
358.1881584366655,130035.83811716428,0.6789113285510955,18,13,2.545886778453468,50.83148502354193,107213.1330341436,0.0,0.9998960062545736,0.631572221665226,5.269690992465457,-5.351307135254688,49.16851497645808,0.0047199673192517,0.0001039937454264,3.8407148958915776,354.6867702046292,-323.870950391974,107213.1330341436,0.9998960062545736,-282.35647214603983,107213.1330341436,0.0055701055853468,0.368427778334774,50.83148502354184,4.420847018914266,0.631572221665226,371.25710419763845
345.5582959829601,116018.53351796788,0.6693996819226694,19,9,2.9350609135318764,45.39877518763432,116018.53351796788,0.0,0.999345111683174,0.7274265432719071,6.468815397597216,-6.790862241852917,54.6012248123659,0.0052611478087214,0.0006548883168259,4.265503695003907,357.35853762628017,-319.0837587717031,116018.53351796788,0.999345111683174,-269.23138178573174,116018.53351796788,0.0050955635951141,0.2725734567280929,45.398775187634016,4.0093998165501175,0.7274265432719071,377.4119860182324
350.91052506543895,121757.10893356617,0.4689514345181647,22,8,3.4838369662198474,56.49959086560534,112891.55049007924,0.0,0.9978396127450108,0.9382524369917508,5.882604976872465,-6.242002449088664,43.500409134382174,0.0041875559276141,0.002160387254989,3.399215185319957,356.4642266236548,-320.65562744700287,112891.55049007924,0.9978396127450108,-251.77495388482865,112891.55049007924,0.0066236939443418,0.0617475630082492,56.4995908656178,5.156848864490225,0.9382524369917508,384.88103817403754
338.4505643395063,122930.28430467974,0.5907907808016941,22,10,3.0000835395603263,42.423673010472015,115539.2034443974,0.0,0.9995355830724036,0.9639472397602362,6.935206981282241,-7.428573203447409,57.576326989515,0.0055465228972964,0.0004644169275962,4.4977679044862375,357.2138842832979,-319.34710414313315,115539.2034443974,0.9995355830724036,-247.52619928783196,115539.2034443974,0.0050070271351325,0.0360527602397636,42.42367301048505,3.887397089705244,0.9639472397602362,386.8727742980932
335.4901985251048,138966.7745342654,0.5047954985432556,16,13,1.5482917397541782,53.45560735145179,110901.68974893964,0.0,0.8937217806250819,0.8338469466831882,3.656039579188268,-4.189340361112837,46.544392648549085,0.0045767786886791,0.106278219374918,3.705052855437729,358.1190660731346,-315.6196827625707,110901.68974893964,0.8937217806250819,-263.0001168970923,110901.68974893964,0.0061228980181462,0.1661530533168116,53.45560735145094,4.800734195371132,0.8338469466831882,379.8476842611812
359.71939667707244,134893.79250288577,0.6356277329361828,22,9,3.1184780948537103,43.62640006200103,104579.4368508053,0.0,0.9994284862312408,0.8344719794914813,7.027013851132604,-7.111584339475333,56.37359993800204,0.0054060845856194,0.0005715137687592,4.403897531305345,353.86737799028566,-325.31930631336246,104579.4368508053,0.9994284862312408,-266.97115928390093,104579.4368508053,0.0049833925104878,0.1655280205085186,43.626400061997806,3.9183765084421087,0.8344719794914813,377.7749910897263
344.5966784840724,114520.15610327438,0.4586879680854162,19,10,1.2192104066219511,50.06630232171823,114520.15610327438,0.0,0.8859291700648259,0.9674216510803316,3.415038695741164,-3.8777878853741248,49.93369767827929,0.0049254909790707,0.114070829935174,3.9803081564205818,359.3895463463203,-313.17605897998624,114520.15610327438,0.8859291700648259,-247.80077942130103,114520.15610327438,0.0059108511255872,0.0325783489196684,50.06630232172072,4.590152036952713,0.9674216510803316,386.7083092474687
359.53962507938087,126758.33937206677,0.3193449473792179,23,11,2.170214004814857,56.98409272270047,105959.68670959955,0.0,0.7406560867933049,0.9986925968196634,4.3222012936947705,-4.58161619043255,43.01590727729974,0.0043588706958238,0.259343913206695,3.516531094573217,360.169731356766,-309.0558384459579,105959.68670959955,0.7406560867933049,-250.02890866124204,105959.68670959955,0.0067472650424617,0.0013074031803365,56.98409272270042,5.249379840880799,0.9986925968196634,385.3517090829111
356.81355608886366,107919.32848423916,0.587199951257528,18,11,1.7161797418195142,43.9419188926533,107919.32848423916,0.0,0.9945400823410682,0.9324566018012712,4.606060399706166,-4.787399790119888,56.05808110733288,0.0053890734785253,0.0054599176589317,4.383093015728462,355.01813007777014,-323.17192192709274,107919.32848423916,0.9945400823410682,-255.51097454021848,107919.32848423916,0.0051335874583818,0.0675433981987288,43.941918892667175,4.00710868784061,0.9324566018012712,383.00240695020375
340.95819231701154,112826.16688623058,0.3509693319280641,15,9,1.433071161704499,50.23990703840573,112826.16688623058,0.0,0.6820083103886567,0.9769080729707496,3.8571366578875534,-4.414064578540854,49.76009296159448,0.0051195220719088,0.3179916896113432,4.1087993057478425,363.82089518661326,-301.34339138678126,112826.16688623058,0.6820083103886567,-247.8811341943492,112826.16688623058,0.0059391078106232,0.0230919270292503,50.2399070384056,4.612753402099273,0.9769080729707496,386.60097832356473
343.8654113203338,124084.8472632508,0.5797330926365557,16,10,2.9888637344659914,56.03482064465994,119086.400571132,0.0,0.9993022274641497,0.7494627904311643,5.27278456618162,-5.680614466041256,43.96517935534021,0.0042415145672735,0.0006977725358503,3.4346313588211697,358.24893926233136,-317.4835483497496,119086.400571132,0.9993022274641497,-265.5388521660036,119086.400571132,0.006326919057704,0.2505372095688355,56.03482064465974,4.966043801194327,0.7494627904311643,379.1680888600605
333.04445021616715,145515.19265134283,0.349379012464695,17,7,1.2968938871236866,55.90489717075344,119012.44509563142,0.0,0.7753428786604417,0.9866008646482995,3.1741157655946575,-3.8935328188417224,44.09510282924696,0.0044601422691846,0.2246571213395582,3.58330092907182,363.3218691777717,-303.93758856858585,119012.44509563142,0.7753428786604417,-243.05026863385996,119012.44509563142,0.0066406199347757,0.0133991353517001,55.90489717075302,5.1404824546834496,0.9866008646482995,388.9925095275634
359.99372779674724,124974.78271151728,0.3215978862187143,20,11,1.8942144039923936,55.62202501363958,105628.9583702353,0.0,0.7172002289166881,0.9940330327291448,4.085504400527809,-4.331429969528835,44.37797498636051,0.0045183541237428,0.2827997710833119,3.642480124658805,360.64853160436337,-307.765620186904,105628.9583702353,0.7172002289166881,-250.7357357682058,105628.9583702353,0.0065783099569196,0.0059669672708551,55.62202501363952,5.120270705855536,0.9940330327291448,385.02206447038566
353.1655945703892,116893.3619966132,0.3959387394624936,20,11,3.2632324740803185,50.24772837380309,113011.97344176836,0.0,0.7942288219017715,0.9984240906365393,6.6452294453925385,-7.002105652042445,49.75227162619692,0.005000157923346,0.2057711780982284,4.029839867886709,361.07149105126626,-308.393076030822,113011.97344176836,0.7942288219017715,-245.5139030836736,113011.97344176836,0.005968356160256,0.0015759093634607,50.247728373803085,4.628636095757585,0.9984240906365393,387.6583539576056
339.50762878260366,108406.33261265088,0.4376170383032137,18,9,1.2681830631853632,42.251422816799405,108406.33261265088,0.0,0.7539745261645001,0.9947753780292448,4.138436967383313,-4.647665114576284,57.74857718320063,0.0058416363790747,0.2460254738354998,4.710132096713452,360.6213877988045,-308.4751449029222,108406.33261265088,0.7539745261645001,-248.84090343636723,108406.33261265088,0.0050041966190532,0.0052246219707551,42.25142281679934,3.889883425957188,0.9947753780292448,385.9864907806078
325.7243410930005,148666.54815689535,0.4741495558014186,21,14,2.7018629491410904,40.83700317303456,106320.35789316916,0.0,0.7982910993792774,0.9954535889963676,6.878447453648482,-7.559255254686185,59.16299682696526,0.0059240505082066,0.2017089006207225,4.788719701895971,358.88732671895576,-312.43049790640606,106320.35789316916,0.7982910993792774,-250.13148732027088,106320.35789316916,0.0048327536957176,0.0045464110036322,40.83700317303458,3.76005315631301,0.9954535889963676,385.32164202119424
