Feed_Temp_K,Feed_Pressure_Pa,Feed_Benzene_Frac,Num_Stages,Feed_Stage,Reflux_Ratio,Bottoms_Rate_mols,Column_Pressure_Pa
326.3286225265786,130658.73199159108,0.6895446171760666,24,7,1.7751149633299663,59.11499455006179,109658.77574520062
357.7063178586004,134783.6872722913,0.6450567892722695,15,12,3.1827601666086878,52.84036835485768,117801.10833610463
348.55168335243695,115671.56304209049,0.5627616420812933,25,9,1.8847273339236934,56.551680458790514,110832.71704088125
356.6542935794334,118826.50284935065,0.5442190398868125,21,14,2.460919007435284,49.69424379848431,118826.50284935065
356.40574124192483,130611.5846417603,0.479394365181097,25,12,2.213190061985895,54.41925997779876,117769.99548756794
333.9622147954612,113324.53683419144,0.4715169417240971,22,10,3.413490783830241,58.41929432519523,113324.53683419144
359.31278499550433,148787.1220557256,0.4543408623681463,21,11,2.365947339914907,58.975310610588785,105792.90964104522
358.1881584366655,130035.83811716427,0.6789113285510955,18,13,2.5458867784534673,50.83148502354193,107213.13303414361
345.5582959829601,116018.53351796788,0.6693996819226694,19,9,2.9350609135318764,45.39877518763432,116018.53351796788
350.91052506543895,121757.10893356617,0.4689514345181647,22,8,3.4838369662198474,56.49959086560534,112891.55049007923
338.4505643395063,122930.28430467974,0.5907907808016941,22,10,3.0000835395603263,42.423673010472015,115539.20344439741
335.4901985251048,138966.7745342654,0.5047954985432556,16,13,1.5482917397541782,53.45560735145179,110901.68974893965
359.71939667707244,134893.79250288577,0.6356277329361828,22,9,3.1184780948537103,43.626400062001025,104579.4368508053
344.5966784840724,114520.15610327438,0.4586879680854162,19,10,1.2192104066219511,50.066302321718226,114520.15610327438
359.53962507938087,126758.33937206677,0.3193449473792179,23,11,2.170214004814857,56.98409272270047,105959.68670959955
356.81355608886366,107919.32848423916,0.587199951257528,18,11,1.7161797418195142,43.9419188926533,107919.32848423916
340.95819231701154,112826.16688623058,0.3509693319280641,15,9,1.433071161704499,50.23990703840573,112826.16688623058
343.8654113203338,124084.84726325079,0.5797330926365557,16,10,2.9888637344659914,56.03482064465994,119086.40057113199
333.04445021616715,145515.19265134283,0.349379012464695,17,7,1.2968938871236866,55.90489717075344,119012.44509563142
359.99372779674724,124974.78271151727,0.3215978862187143,20,11,1.8942144039923938,55.62202501363958,105628.9583702353
353.1655945703892,116893.36199661321,0.3959387394624936,20,11,3.2632324740803185,50.24772837380309,113011.97344176836
339.50762878260366,108406.33261265088,0.43761703830321375,18,9,1.2681830631853632,42.251422816799405,108406.33261265088
325.7243410930005,148666.54815689535,0.4741495558014186,21,14,2.7018629491410904,40.83700317303456,106320.35789316916
326.4695597792463,114568.44754962418,0.665356448090759,24,8,3.0870344897948874,54.27793484794796,114568.44754962418
336.62140524898723,128514.78386732958,0.39495266060458356,22,8,2.60204502554547,50.304257214685926,114404.87593893246
341.6057708391505,138616.52751134086,0.5117471358179335,17,13,1.5984898879402634,50.55845882355314,108945.66296981741
352.1976742462751,121302.61658553194,0.30323758478869745,21,10,3.167725768767477,43.50276516326841,119871.46830853313
346.8251735592496,108530.0269540523,0.30137656377461075,17,10,2.4439747068410744,47.07922385608012,102033.87051280428
345.7713970232875,135099.40087531338,0.6996172884148075,19,8,3.0030244920707556,44.76060873036452,119476.0463619373
326.3980568455211,142611.83848648707,0.6817056719113035,25,13,1.7009591699967053,45.190717117552296,114084.87966545322
355.46196332835245,118229.90486843025,0.5760210693026455,20,11,3.1329543504622257,44.997640490909156,116472.8572623499
355.5593069842832,142270.6841794387,0.384336836800795,19,11,1.9001417843537245,58.430084602174446,103872.19455912635
329.77758310180275,121650.22841518855,0.30000032975648144,18,12,3.1309381478845566,55.068578839916896,115602.54670591987
355.10780899880086,149896.77372874034,0.6810393365648796,24,9,1.815766930257802,56.47913631940376,105950.86763894818
320.95305710421445,119334.02556862475,0.5406678017969433,18,10,1.9964239292710841,46.416585036864106,112970.84570618652
322.83627748150553,121845.41517685913,0.314150329010017,17,8,2.8526124897384824,58.98500405058067,112656.28902238925
344.13133349378535,124233.81472561491,0.5572257134862231,20,12,2.313169446028568,45.845390047095094,113890.49644012182
350.52658514148186,120089.92497623274,0.6074204336777932,15,7,2.6067392636229485,43.08164446085231,106810.84354994498
341.1263087674339,117480.11807033468,0.5944940711433944,21,12,1.9441539998420105,43.198236403279736,117480.11807033468
329.6102504925924,113722.13851679757,0.5022258167644635,16,10,3.0383208966874715,41.518171822066655,108433.36918244426
350.5046381569746,144561.41481720615,0.41230411575301096,24,14,2.6637743362988964,52.53951269589114,102304.71395622453
337.791580561878,118484.94917598367,0.3846079100188029,19,13,1.642649322955762,46.77925475168913,109322.03553801091
349.5869251503716,111022.69895277485,0.6888371671493656,24,7,1.786782183338401,55.74400218277572,111022.69895277485
350.0839057195344,128367.16528402688,0.5968262728083651,16,13,3.0306693736343506,42.7148024246043,119232.53292028767
325.11588482657476,114191.78839887705,0.6219093642901158,21,10,3.185735698791974,46.94509343271967,103163.31416754157
346.89526422561937,124804.27554831223,0.4593486544648138,24,7,1.707619389295105,52.78096982427023,109362.74561613952
354.1461944916455,143447.20700460998,0.6876834978796995,21,14,3.473438806861809,55.49603896885277,112725.35378910102
354.24285693740165,112922.46152647713,0.5162069970640725,21,13,2.629285866947244,45.799130934124335,101408.39611294853
338.91134189539764,132210.8037824276,0.6373340823857836,18,13,1.492000761582467,59.99550439916284,113566.76617538228
338.80330556293234,138918.9050301629,0.4435096031288487,21,14,2.007507536475959,54.25642002683682,115780.26464706559
328.0926468010158,118090.63572570602,0.4943910968997474,18,11,2.2351038107965135,58.692609038984415,117068.11374197976
350.296027102628,136361.77401617702,0.5874113542780535,24,8,1.7858358040622475,47.64482050251546,117205.81777718902
337.1384159376333,115615.1689036493,0.5853592115044417,19,10,3.235925916455277,55.176671039417755,115615.1689036493
351.2795002164618,132739.73583859878,0.30614713039369457,21,9,2.583251318732769,56.125656791233666,115438.19724073817
343.1160598975402,142447.4307585187,0.604319935559551,25,12,2.8211164056548492,57.362242554000574,105808.59558600621
322.86950616252324,123428.87616310499,0.4533795789623649,19,11,1.6637225124127601,47.786524182701704,116116.59639665941
349.8622073071214,117774.29977919416,0.4020451647800107,19,8,3.0582141770054925,48.987832291789154,109924.42705591975
348.1407011031715,135713.58389051943,0.4722893260598949,16,9,2.2823729972922466,57.242149133012106,117320.94310734356
325.59934487866985,144719.22757817688,0.6411876477461372,25,12,2.380235428933089,46.30905057630882,112149.36924277821
331.34284381509474,112830.99642660662,0.5050024328679357,20,11,2.3953052225445948,49.49453548785213,109651.56393018086
353.61488887920996,110639.77449751759,0.35607174398560126,19,14,3.460660006092949,49.526249202056356,106964.25519718874
350.44925243537256,122145.4880974423,0.6100265120947483,18,13,3.192259850764718,59.59232988662651,114687.27722208132
343.3390703694441,118723.36738499842,0.6130588957644251,20,13,3.225780609568413,45.00976016040488,116072.03851406157
